Average Dollar per Unit traded,Net realized gains YTD,Net realized losses YTD,Total dollar value traded,Total units traded,Days since last login,Days since last trade,Id,Age,Age Group,Children,DOB,Estimated income,Gender,Homeowner,Status,Address 1,Address 2,City,Latitude,Longitude,State,Country,Churn Risk
128.1080159,807.0805,0,16141.61,126,5,8,2048,62,Adult,0,4/21/88,27371.8,F,Y,M,1 POST ST STE 2525,,PEARBLOSSOM,,,CA,United States,Low
129.69296,0,810.581,16211.62,125,4,8,45,61,Adult,0,5/22/78,64136.6,M,Y,S,100 CALLE CISNE,,FOREST HILLS,,,NY,United States,High
129.69296,810.581,0,16211.62,125,5,5,320,61,Adult,0,2/16/01,64136.6,M,Y,S,1808 PINNACLE DR SW,,GRAHAM,,,TX,United States,Low
129.69296,0,810.581,16211.62,125,1,9,600,61,Adult,0,7/7/59,64136.6,M,Y,S,5098 SADDLE MTN RD,,MESA,,,AZ,United States,High
129.69296,0,810.581,16211.62,125,2,7,904,61,Adult,0,9/18/28,64136.6,M,Y,S,71 CALLE MUNOZ RIVERA,,LOUISVILLE,,,KY,United States,High
132.5132353,0,901.09,18021.8,136,2,10,275,55,Adult,0,2/29/48,90478.6,M,N,S,PO BOX 612,,ALPHARETTA,,,GA,United States,High
132.5132353,0,901.09,18021.8,136,4,9,552,55,Adult,1,7/11/53,90478.6,M,N,D,1846 W VAIL ST,,GAINESVILLE,29.643582,-82.408748,FL,United States,High
132.5132353,901.09,0,18021.8,136,2,5,857,55,Adult,0,5/7/15,90478.6,M,N,S,RR 3 BOX 608,,ADJUNTAS,,,PR,United States,Low
132.5132353,901.09,0,18021.8,136,4,8,1128,55,Adult,1,5/2/80,90478.6,M,N,D,23501 W DITNER DR,,SAINT PAUL,,,MN,United States,Low
132.5132353,0,901.09,18021.8,136,4,10,1260,55,Adult,0,11/28/48,90478.6,M,N,S,1200 GRAND ST APT 4048 # 218,,SABANA GRANDE,,,PR,United States,High
132.5132353,0,901.09,18021.8,136,5,6,1395,55,Adult,0,12/13/45,90478.6,M,N,S,301 JACK RD,,JOLIET,,,IL,United States,High
132.5132353,901.09,0,18021.8,136,4,10,1535,55,Adult,0,6/29/57,90478.6,M,N,S,2288 AUBURN ST S,,GARLAND,,,TX,United States,Low
132.5132353,901.09,0,18021.8,136,4,6,1678,55,Adult,1,7/14/96,90478.6,M,N,S,PO BOX 10466,,SEATTLE,47.716645,-122.293047,WA,United States,Low
132.5132353,0,901.09,18021.8,136,5,6,1794,55,Adult,1,2/23/22,90478.6,M,N,D,12528 N LOCUST ST,,SACRAMENTO,,,CA,United States,Medium
132.5132353,901.09,0,18021.8,136,4,9,1910,55,Adult,1,4/21/54,90478.6,M,N,S,PO BOX 140,,MAGNOLIA SPRINGS,,,AL,United States,Low
132.5132353,901.09,0,18021.8,136,4,9,2053,55,Adult,0,5/17/57,90478.6,M,N,D,PO BOX 589,,MILFORD,,,IL,United States,Low
138.5852976,0,1164.1165,23282.33,168,4,6,89,35,Adult,2,11/23/29,48238.8,F,N,M,426 BEECH ST APT 1A,,MORTON,,,PA,United States,High
138.5852976,0,1164.1165,23282.33,168,2,10,365,35,Adult,2,8/24/81,48238.8,F,N,M,906 N RIVER ST STE 104,,SHORELINE,47.77345,-122.307383,WA,United States,High
138.5852976,1164.1165,0,23282.33,168,1,6,645,35,Adult,2,9/27/22,48238.8,F,N,M,198 COUNTY ROAD 4222,,TOPEKA,39.05657,-95.723773,KS,United States,Low
138.5852976,1164.1165,0,23282.33,168,1,9,949,35,Adult,2,11/12/89,48238.8,F,N,M,84 CALLE SAN CRISTOBAL PMB 18534,,WATERTOWN,,,CT,United States,Low
139.3397753,0,620.062,12401.24,89,3,8,249,51,Adult,0,8/12/84,77994,F,N,M,1111 34TH ST NW STE 1,,MAYAGUEZ,,,PR,United States,High
139.3397753,620.062,0,12401.24,89,4,9,525,51,Adult,0,10/8/00,77994,F,N,M,PO BOX 2991,,BOSTON,,,MA,United States,Low
139.3397753,620.062,0,12401.24,89,1,10,831,51,Adult,0,10/24/89,77994,F,N,M,1107 W 300 N,,WALNUT,,,CA,United States,Low
139.3397753,620.062,0,12401.24,89,4,5,1101,51,Adult,0,8/17/61,77994,F,N,M,201 E FLONTAT DR,,LOCKPORT,43.171331,-78.694549,NY,United States,Low
140.5403509,0,801.08,16021.6,114,1,8,271,42,Adult,1,1/31/72,71472.9,M,N,M,2307 OLD HIGHWAY RD,,SCHOFIELD,,,WI,United States,High
140.5403509,0,801.08,16021.6,114,5,8,548,42,Adult,1,3/15/54,71472.9,M,N,M,5 MARINE VIEW PLZ STE 300 # 3299,,VOLO,,,IL,United States,High
140.5403509,801.08,0,16021.6,114,4,7,853,42,Adult,0,3/7/44,71472.9,M,N,M,406 SCAIFE HALL,,FREDERICA,,,DE,United States,Low
140.5403509,0,801.08,16021.6,114,1,6,1124,42,Adult,1,5/9/30,71472.9,M,N,M,85 CALLE A VILLA ESPERANZA,,FORT WORTH,,,TX,United States,High
140.5403509,0,801.08,16021.6,114,3,7,1256,42,Adult,0,8/8/40,71472.9,M,N,M,4200 N 38TH ST APT 1498,,NAVARRE,40.727928,-81.523123,OH,United States,High
140.5403509,801.08,0,16021.6,114,3,5,1391,42,Adult,1,7/30/85,71472.9,M,N,M,198 LONG TER,,OCEAN ISLE BEACH,,,NC,United States,Low
140.5403509,801.08,0,16021.6,114,3,6,1531,42,Adult,1,12/15/54,71472.9,M,N,M,110 MARYLAND AVE NE STE 56,,GARLAND,,,TX,United States,Medium
140.5403509,0,801.08,16021.6,114,1,9,1674,42,Adult,0,1/14/25,71472.9,M,N,M,255 E PEARL ST APT 229,,ATTLEBORO,,,MA,United States,High
140.5403509,801.08,0,16021.6,114,3,5,1790,42,Adult,0,2/17/17,71472.9,M,N,M,193 LAKEWOOD DR,,CODEN,33.084313,-86.234241,AL,United States,Low
140.5403509,0,801.08,16021.6,114,1,10,1906,42,Adult,1,11/19/36,71472.9,M,N,M,HC 681 BOX 102A,,ARECIBO,,,PR,United States,High
140.5403509,0,801.08,16021.6,114,1,8,2049,42,Adult,0,7/28/38,71472.9,M,N,M,600 W GLURER LN,,PHILADELPHIA,39.969632,-75.237155,PA,United States,High
141.2354962,0,1850.185,37003.7,262,5,8,806,24,Young adult,0,10/20/19,40120,F,N,S,64B AVE DR PEDRO ALBIZU CAMPOS,,MACUNGIE,,,PA,United States,High
142.6399441,1276.6275,0,25532.55,179,3,5,55,55,Adult,0,3/4/62,74460.7,M,Y,S,1945 BARRINGTON FERRY RD,,GAINESVILLE,29.643582,-82.408748,FL,United States,Low
142.6399441,0,1276.6275,25532.55,179,4,8,330,55,Adult,0,9/26/75,74460.7,M,Y,S,13601 COUNTY ROAD 103 # 2490,,NORTH COLLINS,,,NY,United States,High
142.6399441,1276.6275,0,25532.55,179,4,6,610,55,Adult,0,12/24/47,74460.7,M,Y,S,29 CENTER ST,,ELECTRA,34.031031,-98.908983,TX,United States,Low
142.6399441,1276.6275,0,25532.55,179,3,10,914,55,Adult,0,7/30/36,74460.7,M,Y,S,14001 HOLLY AVE,,ITHACA,42.43177,-76.503748,NY,United States,Low
142.6399441,0,1276.6275,25532.55,179,3,7,1146,55,Adult,0,4/13/52,74460.7,M,Y,S,535 JACKSON AVE APT 18A,,PONCE,,,PR,United States,High
142.6399441,0,1276.6275,25532.55,179,3,5,1277,55,Adult,0,3/27/19,74460.7,M,Y,S,4 CALLE LAS FLORES,,CANANDAIGUA,,,NY,United States,High
142.6399441,0,1276.6275,25532.55,179,2,8,1288,55,Adult,0,4/19/58,74460.7,M,Y,S,595 MAIN ST STE 2,,HOUSTON,,,TX,United States,High
142.6399441,1276.6275,0,25532.55,179,5,6,1413,55,Adult,0,6/23/80,74460.7,M,Y,S,6121 W PARK BLVD STE C207,,GRAND RAPIDS,,,MI,United States,Low
142.6399441,1276.6275,0,25532.55,179,4,8,1569,55,Adult,0,5/8/42,74460.7,M,Y,S,253 W 1ST ST,,LOUISVILLE,,,CO,United States,Low
142.6399441,0,1276.6275,25532.55,179,1,6,1695,55,Adult,0,3/23/66,74460.7,M,Y,S,14189 OLD HIGHWAY 18,,MARMORA,,,NJ,United States,High
142.6399441,1276.6275,0,25532.55,179,2,7,1812,55,Adult,0,11/9/95,74460.7,M,Y,S,PO BOX 4352,,TOTOWA,,,NJ,United States,Low
142.6399441,1276.6275,0,25532.55,179,4,6,1927,55,Adult,0,3/20/40,74460.7,M,Y,S,RR 2 BOX 414,,HAMILTON,34.138143,-87.98775,AL,United States,Low
142.8714286,0,175.0175,7000.7,49,3,15,1098,29,Young adult,0,4/2/05,80221.2,M,N,S,711 ELM ST,,SCHENECTADY,,,NY,United States,Medium
143.9033333,518.052,0,10361.04,72,1,5,196,47,Adult,2,7/16/02,72841.3,F,N,M,201 LANDSER BLVD,,NEWPORT,41.484479,-71.306477,RI,United States,Medium
143.9033333,0,518.052,10361.04,72,2,5,473,47,Adult,2,5/18/03,72841.3,F,N,M,4300 COUNTY ROAD 45 LN,,PHOENIX,33.481079,-112.004403,AZ,United States,High
143.9033333,0,518.052,10361.04,72,4,10,779,47,Adult,2,2/8/83,72841.3,F,N,M,3645 N ELM RD,,PLYMOUTH,,,OH,United States,High
143.9033333,518.052,0,10361.04,72,2,10,1051,47,Adult,2,9/29/18,72841.3,F,N,M,6694 5TH AVE N APT 1,,N TONAWANDA,,,NY,United States,Low
145.43125,698.07,0,13961.4,96,4,7,235,45,Adult,2,11/30/17,90271.6,F,N,M,605 W STATE ST STE 1,,JEROME,42.725098,-114.508836,ID,United States,Low
145.43125,698.07,0,13961.4,96,4,7,511,45,Adult,2,8/30/42,90271.6,F,N,M,523 W 9TH ST APT 1559 # 8298,,FAIRFIELD,,,NJ,United States,Low
145.43125,698.07,0,13961.4,96,1,6,817,45,Adult,2,2/26/89,90271.6,F,N,M,UNIT 21101 BOX 188,,CAROL STREAM,,,IL,United States,Low
145.43125,0,698.07,13961.4,96,2,5,1087,45,Adult,2,5/7/27,90271.6,F,N,M,1375 83RD ST N,,HUDSON,42.400279,-71.586809,MA,United States,High
145.43125,0,698.07,13961.4,96,1,8,1229,45,Adult,2,4/26/80,90271.6,F,N,M,30 W 520 S,,ARECIBO,,,PR,United States,High
145.43125,0,698.07,13961.4,96,5,5,1369,45,Adult,2,3/20/26,90271.6,F,N,M,1 SPRING CREEK CAMP RD,,LATROBE,40.314966,-79.384854,PA,United States,High
145.43125,698.07,0,13961.4,96,5,6,1509,45,Adult,2,3/7/10,90271.6,F,N,M,B24 CALLE 1,,WEATHERFORD,,,TX,United States,Low
145.43125,698.07,0,13961.4,96,1,8,1652,45,Adult,2,8/22/16,90271.6,F,N,M,593 COND PARK VIEW TER,,ELKHORN,,,WI,United States,Low
145.43125,0,698.07,13961.4,96,2,7,1768,45,Adult,2,4/7/30,90271.6,F,N,M,PO BOX 378,,FRESNO,36.721055,-119.822887,CA,United States,High
145.43125,0,698.07,13961.4,96,3,10,1884,45,Adult,2,6/12/25,90271.6,F,N,M,983 WORTHINGTON BROWER SENIOR DR PMB 10070,,HOLLYWOOD,,,FL,United States,Medium
145.43125,698.07,0,13961.4,96,2,7,2027,45,Adult,2,1/22/47,90271.6,F,N,M,1156 HAGER ST E,,ACCIDENT,,,MD,United States,Low
145.6667391,0,335.0335,6700.67,46,5,18,177,50,Adult,2,2/21/31,81913.8,F,Y,M,100 1ST AVE N,,SAVOY,33.599223,-96.368978,TX,United States,High
145.6667391,0,335.0335,6700.67,46,1,18,454,50,Adult,2,6/23/41,81913.8,F,Y,M,1000 AVENUE Z,,BARNHILL,,,IL,United States,High
145.6667391,0,335.0335,6700.67,46,4,16,761,50,Adult,2,1/25/90,81913.8,F,Y,M,6050 HIGHWAY 161,,FORT WORTH,,,TX,United States,High
145.6667391,0,167.51675,6700.67,46,2,11,1033,50,Adult,2,3/16/05,81913.8,F,Y,M,100 BASSFORD DR,,LIVERPOOL,,,PA,United States,Medium
146.8148,0,91.75925,3670.37,25,5,14,241,62,Adult,0,2/21/17,15989.3,F,N,S,1630 BAKER RD LOT 8,,PHOENIX,,,AZ,United States,Medium
146.8148,0,183.5185,3670.37,25,1,19,517,62,Adult,0,2/25/26,15989.3,F,N,S,2096 S 2800 E,,WOLFFORTH,,,TX,United States,High
146.8148,0,183.5185,3670.37,25,1,19,823,62,Adult,0,6/21/08,15989.3,F,N,S,3000 COND MAXIMINO MIRANDA APT 44,,SHERIDAN,,,WY,United States,High
146.8148,0,183.5185,3670.37,25,5,16,1093,62,Adult,0,5/7/33,15989.3,F,N,S,494 FIERY HILL RD,,BABYLON,,,NY,United States,Medium
146.8148,0,91.75925,3670.37,25,4,11,1232,62,Adult,0,8/8/98,15989.3,F,N,S,14967 W LAKESHORE DR,,WANTAGH,,,NY,United States,Medium
146.8148,0,91.75925,3670.37,25,4,10,1372,62,Adult,0,5/10/66,15989.3,F,N,S,331 COND MARBELLA DEL CARIBE,,BRIDGEPORT,41.221314,-73.193665,CT,United States,Medium
146.8148,0,91.75925,3670.37,25,5,15,1512,62,Adult,0,10/21/78,15989.3,F,N,S,RR 1,,ALLSTON,42.348696,-71.135699,MA,United States,Medium
146.8148,0,91.75925,3670.37,25,4,12,1655,62,Adult,0,2/10/22,15989.3,F,N,S,148 EAST AVE STE 3D,,JUPITER,,,FL,United States,Medium
146.8148,0,183.5185,3670.37,25,1,20,1771,62,Adult,0,10/16/29,15989.3,F,N,S,168 BOONTON AVE,,GAINESVILLE,29.643582,-82.408748,FL,United States,High
146.8148,0,91.75925,3670.37,25,1,12,1887,62,Adult,0,9/28/99,15989.3,F,N,S,843 FARMERS HWY,,RIO GRANDE CITY,26.392103,-98.814287,TX,United States,Medium
146.8148,0,183.5185,3670.37,25,2,16,2030,62,Adult,0,6/26/20,15989.3,F,N,S,14935 BARCLAY AVE,,MEADVILLE,41.62975,-80.151387,PA,United States,High
146.9173451,830.083,0,16601.66,113,1,9,109,52,Adult,2,2/15/07,50561.3,F,N,M,2479 ROBINSON RD SE,,LUMBERTON,34.641651,-78.983611,NC,United States,Low
146.9173451,830.083,0,16601.66,113,2,5,384,46,Adult,2,11/12/37,50561.3,F,N,M,5768 JONES VALLEY DR SE,,MANHEIM,,,PA,United States,Low
146.9173451,0,830.083,16601.66,113,3,9,665,62,Adult,2,3/27/60,50561.3,F,N,M,2809 E CHERRY ST,,HEBBRONVILLE,,,TX,United States,High
146.9173451,0,830.083,16601.66,113,1,5,968,46,Adult,2,3/8/44,50561.3,F,N,M,6030 GREENWOOD PLAZA BLVD STE 100F,,GUAYNABO,,,PR,United States,High
148.8698473,0,1950.195,39003.9,262,5,9,1218,24,Young adult,0,11/1/41,38000,F,N,S,1163 HIGHWAY 16 PMB 29662,,RUFFS DALE,,,PA,United States,High
148.8890729,0,1124.1125,22482.25,151,2,6,115,47,Adult,0,10/3/91,85275,F,N,S,104 SE 10TH ST,,DALLAS,33.92309,-84.844514,GA,United States,High
148.8890729,1124.1125,0,22482.25,151,4,8,390,62,Adult,0,5/24/71,85275,F,N,S,207 KINGS AVE,,GAINESVILLE,29.643582,-82.408748,FL,United States,Low
148.8890729,1124.1125,0,22482.25,151,3,6,671,70,Senior,1,6/2/11,85275,F,N,D,UNIT 26124 BOX 976,,DADEVILLE,32.841567,-85.764394,AL,United States,Low
148.8890729,1124.1125,0,22482.25,151,4,8,974,42,Adult,0,2/18/76,85275,F,N,S,671 WESTCHESTER AVE APT 18G,,FAIRHOPE,,,AL,United States,Low
148.8890729,1124.1125,0,22482.25,151,2,5,1176,47,Adult,0,9/23/02,85275,F,N,S,258 HAYES MILL RD STE A,,ERIE,42.079882,-80.118653,PA,United States,Low
148.8890729,1124.1125,0,22482.25,151,3,7,1318,62,Adult,0,2/2/20,85275,F,N,S,2866 DAUPHIN ST STE 375,,ELMWOOD PARK,,,NJ,United States,Low
148.8890729,0,1124.1125,22482.25,151,1,9,1457,70,Senior,0,6/29/88,85275,F,N,S,HC 6 BOX 98288,,HOMESTEAD,25.514821,-80.396363,FL,United States,High
148.8890729,0,1124.1125,22482.25,151,3,9,1601,52,Adult,1,7/27/61,85275,F,N,D,85 MOMETE ST,,BRICK,,,NJ,United States,High
148.8890729,0,1124.1125,22482.25,151,3,10,1724,47,Adult,0,8/27/20,85275,F,N,S,117 RIDGE LN APT 207,,ISABELA,,,PR,United States,High
148.8890729,1124.1125,0,22482.25,151,5,7,1841,62,Adult,1,8/17/99,85275,F,N,D,100 BROWNS CIR,,BOSTON,,,MA,United States,Low
148.8890729,0,1124.1125,22482.25,151,2,8,1955,70,Senior,0,2/15/17,85275,F,N,S,2110 S SAILOR CREEK RD,,CORONA,,,CA,United States,High
151.1688462,0,98.25975,3930.39,26,1,13,120,44,Adult,0,1/18/36,77000,M,N,M,412 W SOUTH ST APT 1,,WEST PALM BEACH,,,FL,United States,Medium
151.1688462,0,196.5195,3930.39,26,5,19,395,45,Adult,0,10/15/33,66666,M,N,M,8144 N 33RD AVE APT 1447,,COVINGTON,,,WA,United States,High
151.1688462,0,98.25975,3930.39,26,4,11,676,56,Adult,0,7/14/51,80000,M,N,M,101 ALLENS DR,,BASTROP,30.112671,-97.321606,TX,United States,Medium
151.1688462,0,196.5195,3930.39,26,4,19,979,49,Adult,0,8/24/67,68000,M,N,M,7640 W GREENWAY BLVD APT 4A,,SWAMPSCOTT,,,MA,United States,High
151.1688462,0,196.5195,3930.39,26,1,19,1180,46,Adult,0,6/14/79,66000,M,N,M,1362 BROOK AVE,,SOUTH BYRON,,,NY,United States,High
151.1688462,0,196.5195,3930.39,26,5,19,1322,55,Adult,0,8/1/70,70000,M,N,M,1 CALLE AMADOR E,,APO,,,AE,United States,High
151.1688462,0,98.25975,3930.39,26,5,13,1461,27,Young adult,0,6/4/11,58986.2,M,N,M,3066 E ANNE ST,,VERSAILLES,,,OH,United States,Medium
151.1688462,0,196.5195,3930.39,26,1,18,1605,27,Young adult,0,2/21/58,58986.2,M,N,M,5304 SHANE LN,,CEDAR RAPIDS,,,IA,United States,High
151.1688462,0,196.5195,3930.39,26,3,18,1728,67,Senior,0,7/14/60,68000,M,N,M,1056 PARK AVE,,WESTFORD,,,MA,United States,High
151.1688462,0,98.25975,3930.39,26,1,10,1845,41,Adult,0,11/29/76,66000,M,N,M,RR 26 BOX 686,,HAMPTON,,,NJ,United States,Medium
151.1688462,0,196.5195,3930.39,26,1,16,1959,42,Adult,0,7/6/90,70000,M,N,M,3474 W IOWA AVE,,MORGANTON,35.753489,-81.675063,NC,United States,High
151.2878182,0,416.0415,8320.83,55,3,17,146,54,Adult,0,9/6/02,62797.9,M,N,M,8071 E JOHN PARKE RD,,NEW YORK,40.788769,-73.951312,NY,United States,High
151.2878182,0,208.02075,8320.83,55,1,15,421,32,Adult,1,5/4/52,62797.9,M,N,S,4745 BRECKENRIDGE DR NE,,IOWA CITY,41.649447,-91.4968,IA,United States,Medium
151.2878182,0,208.02075,8320.83,55,4,12,717,54,Adult,0,10/20/12,62797.9,M,N,M,3303 W GREENRIDGE DR APT 30,,MIDDLEBURGH,,,NY,United States,Medium
151.2878182,0,416.0415,8320.83,55,5,15,1003,54,Adult,1,8/2/83,62797.9,M,N,M,2016 E RANDOL MILL RD STE 403,,CUTLER,,,IN,United States,High
151.3404819,0,628.063,12561.26,83,4,9,714,57,Adult,0,6/11/67,53432.2,F,Y,M,111 NE 195TH TER,,ANASCO,,,PR,United States,High
151.6243678,659.566,0,13191.32,87,1,7,16,16,Child,0,10/5/16,28589.1,F,N,S,D18 CALLE 5,,HOUSTON,,,TX,United States,Low
151.6243678,0,659.566,13191.32,87,2,7,293,16,Child,0,5/9/79,28589.1,F,N,S,498 BETHANY DR,,NEW YORK,,,NY,United States,High
151.6243678,0,659.566,13191.32,87,4,10,571,16,Child,0,8/5/37,28589.1,F,N,S,PO BOX 4960,,BRONSON,29.455119,-82.627467,FL,United States,High
151.6243678,659.566,0,13191.32,87,4,10,877,16,Child,0,7/16/45,28589.1,F,N,S,8112 165TH ST E,,BELL CITY,,,LA,United States,Low
151.6243678,659.566,0,13191.32,87,4,8,2065,16,Child,0,11/4/90,28589.1,F,N,S,1229 S AVENUE E,,NOBLE,,,LA,United States,Low
155.5969767,0,334.5335,6690.67,43,1,20,176,49,Adult,2,8/22/01,48322.5,F,Y,M,7914 OAKDALE AVE,,JACKSONVILLE,30.335991,-81.651122,FL,United States,High
155.5969767,0,334.5335,6690.67,43,2,18,452,49,Adult,2,5/30/41,48322.5,F,Y,M,156 COUNTY ROAD 3915 # 4669,,HYDE PARK,42.258576,-71.116562,MA,United States,High
155.5969767,0,334.5335,6690.67,43,5,17,759,49,Adult,2,7/18/39,48322.5,F,Y,M,7414 W UNIVERSITY AVE,,CRAWFORDVILLE,33.548482,-82.896483,GA,United States,High
155.5969767,0,167.26675,6690.67,43,1,14,1032,49,Adult,2,7/17/41,48322.5,F,Y,M,124 BEVERLY HILLS TER APT G,,WHITNEY,31.954552,-97.324454,TX,United States,Medium
155.6270504,1081.608,0,21632.16,139,4,6,128,63,Adult,1,3/25/79,87404.6,F,N,M,2125 CAPET ST,,PALM DESERT,,,CA,United States,Low
155.6270504,1081.608,0,21632.16,139,3,10,404,63,Adult,1,12/29/35,87404.6,F,N,M,319 ADAM CV,,AUSTIN,30.424382,-97.726689,TX,United States,Low
155.6270504,1081.608,0,21632.16,139,5,5,691,63,Adult,1,6/17/73,87404.6,F,N,M,425 CLARK RD APT 101U,,KANSAS CITY,,,MO,United States,Low
155.6270504,0,1081.608,21632.16,139,2,5,987,63,Adult,1,11/19/68,87404.6,F,N,M,1301 HERMITAGE DR APT 618,,HUNTSVILLE,34.733646,-86.585312,AL,United States,High
155.8982353,0,132.5135,2650.27,17,4,17,344,16,Child,1,12/1/58,5252.29,M,N,M,174 SAXON,,LAVEEN,,,AZ,United States,High
155.8982353,0,66.25675,2650.27,17,4,15,929,16,Child,1,10/25/67,5252.29,M,N,M,677 STARR RD,,CORN,,,OK,United States,Medium
155.8982353,0,132.5135,2650.27,17,2,18,1156,16,Child,1,9/13/12,5252.29,M,N,M,5376 CAMP MEETING RD,,WILKES BARRE,,,PA,United States,High
155.8982353,0,66.25675,2650.27,17,1,12,1433,16,Child,1,5/27/98,5252.29,M,N,M,87501 US HIGHWAY 66,,CAMARGO,,,IL,United States,Medium
157.312973,582.058,0,11641.16,74,2,5,44,34,Adult,2,6/25/43,38280,F,N,S,834 E LEISURE LN,,CABO ROJO,,,PR,United States,Low
157.312973,582.058,0,11641.16,74,1,6,319,34,Adult,2,7/12/23,38280,F,N,S,B & R AUTO REPAIRS,,RICHFIELD,,,UT,United States,Low
157.312973,0,582.058,11641.16,74,5,10,599,34,Adult,2,8/26/76,38280,F,N,S,31601 ELMTREE BLVD,,NORWALK,,,IA,United States,High
157.312973,0,582.058,11641.16,74,5,8,903,34,Adult,2,10/6/85,38280,F,N,S,1 MEADOWBROOK LN,,BOSTON,42.37143,-71.042695,MA,United States,High
157.312973,582.058,0,11641.16,74,1,6,1428,34,Adult,2,6/18/05,38280,F,N,S,450 E FREEHOLD RD,,MINNEAPOLIS,,,MN,United States,Low
158.7254839,0,492.049,9840.98,62,1,20,84,42,Adult,1,3/8/26,60102.7,M,N,M,651 CROWN POINT RD,,ELBERTON,,,GA,United States,High
158.7254839,0,492.049,9840.98,62,1,15,359,42,Adult,1,4/7/15,60102.7,M,N,M,4880 LIBRARY RD STE 4,,WEST CALDWELL,,,NJ,United States,High
158.7254839,0,492.049,9840.98,62,4,15,639,42,Adult,0,11/17/34,60102.7,M,N,M,200 RUTA 474,,FAYETTEVILLE,36.062768,-94.164527,AR,United States,High
158.7254839,0,246.0245,9840.98,62,2,15,944,42,Adult,0,6/22/54,60102.7,M,N,M,107 WASHINGTON ST,,SAINT LOUIS,,,MO,United States,Medium
159.1068182,700.07,0,14001.4,88,2,9,238,54,Adult,1,8/17/05,2929.13,F,N,S,8155 ARROYO CIR STE 1,,LEVELLAND,33.579499,-102.381223,TX,United States,Low
159.1068182,0,700.07,14001.4,88,5,7,514,54,Adult,1,11/26/16,2929.13,F,N,S,5631 EVERS RD STE AC-1001,,SAN ANTONIO,,,TX,United States,High
159.1068182,700.07,0,14001.4,88,4,8,820,54,Adult,1,10/11/24,2929.13,F,N,S,B23 CALLE 1,,JOLIET,41.551996,-88.046559,IL,United States,Low
159.1068182,700.07,0,14001.4,88,3,5,1090,54,Adult,1,7/16/69,2929.13,F,N,S,12 E RIVER ST,,MAYAGUEZ,,,PR,United States,Low
160.3213741,0,2100.21,42004.2,262,5,10,1641,24,Young adult,0,8/27/20,32962.6,F,N,S,907 RIDGE RD,,DEMOTTE,,,IN,United States,High
162.8069767,0,175.0175,7000.7,43,2,12,247,30,Adult,0,12/1/85,84479.2,M,N,S,251 S LAKE AVE FL 8,,BELLAIRE,,,TX,United States,Medium
163.0671186,0,962.096,19241.92,118,3,7,201,65,Senior,1,3/24/22,82931.3,F,N,M,18901 39TH AVE,,NEWARK,40.729689,-74.182231,NJ,United States,High
163.0671186,0,962.096,19241.92,118,5,8,478,65,Senior,1,12/31/44,82931.3,F,N,M,HC 78 BOX 5,,YONKERS,,,NY,United States,High
163.0671186,962.096,0,19241.92,118,3,10,784,65,Senior,1,11/3/44,82931.3,F,N,M,17 SHELLEY LN,,LAKE LUZERNE,,,NY,United States,Low
163.0671186,0,962.096,19241.92,118,2,10,1054,65,Senior,1,3/7/61,82931.3,F,N,M,430 W GROVE,,MATTESON,,,IL,United States,High
163.0671186,0,962.096,19241.92,118,1,10,1197,65,Senior,1,11/29/05,82931.3,F,N,M,PO BOX 7992,,DORADO,,,PR,United States,High
163.0671186,0,962.096,19241.92,118,4,7,1338,65,Senior,1,2/1/53,82931.3,F,N,M,2040 S FERDINAND ST,,SEATTLE,47.679345,-122.322073,WA,United States,High
163.0671186,0,962.096,19241.92,118,3,10,1477,65,Senior,1,11/22/65,82931.3,F,N,M,5708 E BERNADINE DR,,ASTORIA,40.774694,-73.933893,NY,United States,High
163.0671186,0,962.096,19241.92,118,5,8,1620,65,Senior,1,5/4/33,82931.3,F,N,M,5750 HIGH RIDGE RD,,ASHEVILLE,,,NC,United States,High
163.0671186,962.096,0,19241.92,118,3,5,1743,65,Senior,1,1/4/46,82931.3,F,N,M,1807 WOODFIELD DR STE D,,AVALON,,,PA,United States,Low
163.0671186,0,962.096,19241.92,118,2,5,1860,65,Senior,1,10/31/47,82931.3,F,N,M,4446 SONG BIRD LN,,KIRBYVILLE,30.657854,-93.89656,TX,United States,High
163.0671186,0,962.096,19241.92,118,3,6,1984,65,Senior,1,10/10/10,82931.3,F,N,M,333 RUCKMAN RD,,CONWAY SPRINGS,,,KS,United States,High
165.0165094,0,874.5875,17491.75,106,3,10,208,33,Adult,1,12/12/50,12374.9,F,Y,S,236 S 48TH ST STE 1,,SAN SEBASTIAN,,,PR,United States,High
165.0165094,874.5875,0,17491.75,106,5,10,485,33,Adult,1,6/10/97,12374.9,F,Y,S,990 SUMMIT ST,,WALNUT SPRINGS,,,TX,United States,Low
165.0165094,874.5875,0,17491.75,106,3,10,791,33,Adult,1,8/9/83,12374.9,F,Y,S,444 TAMPICO,,MARE ISLAND,,,CA,United States,Low
165.0165094,874.5875,0,17491.75,106,5,5,1061,33,Adult,1,6/5/10,12374.9,F,Y,S,1145 BOYNTON AVE APT 6A,,MATTAPAN,42.271906,-71.07886,MA,United States,Low
165.0165094,874.5875,0,17491.75,106,2,9,1204,33,Adult,1,5/23/17,12374.9,F,Y,S,1395 E 6TH ST,,DALLAS,32.86601,-96.713352,TX,United States,Low
165.0165094,874.5875,0,17491.75,106,4,10,1345,33,Adult,1,6/30/52,12374.9,F,Y,S,PO BOX 800835,,BOSTON,42.363086,-71.052055,MA,United States,Low
